Code,Name,City,Country
CWG,Callaway Gardens,Callaway Gardens,UNITED STATES
CWI,Clinton Municipal,Clinton,UNITED STATES
CWL,Cardiff-Wales Arpt,Cardiff,UNITED KINGDOM
CWO,Ft Wolter AAF,Mineral Wells,UNITED STATES
CWP,Campbellpore,Campbellpore,PAKISTAN
CWR,Cowarie,Cowarie,AUSTRALIA
CWS,Center Island,Center Island,UNITED STATES
CWT,Cowra,Cowra,AUSTRALIA
CWW,Corowa,Corowa,AUSTRALIA
CXA,Caicara De Oro,Caicara De Oro,VENEZUELA
CXB,Cox's Bazar,Cox's Bazar,BANGLADESH
CXC,Chitina Arpt,Chitina,UNITED STATES
CXF,Coldfoot,Coldfoot,UNITED STATES
CXH,Coal Harbour,Vancouver,CANADA
CXI,Caixas Do Sul,Caixas Do Sul,BRAZIL
CXJ,Campo Dos Bugres,Caxias Do Sul,BRAZIL
CXL,Calexico International,Calexico,UNITED STATES
CXN,Candala,Candala,SOMALIA
CXO,Conroe Montgomery County,Conroe,UNITED STATES
CXP,Tunggul Wulung,Cilacap,INDONESIA
CXQ,Christmas Creek,Christmas Creek,AUSTRALIA
CXT,Charters Towers,Charters Towers,AUSTRALIA
CXY,Cat Cays,Cat Cays,BAHAMAS
CYA,Les Cayes,Les Cayes,HAITI
CYB,Gerrard-Smith,Cayman Brac Is,CAYMAN ISLANDS
CYC,Caye Chapel,Caye Chapel,BELIZE
CYE,Crystal Lake,Crystal Lake,UNITED STATES
CYF,Chefornak Seaplane Base,Chefornak,UNITED STATES
CYG,Corryong,Corryong,AUSTRALIA
CYI,Chiayi,Chiayi,"TAIWAN, REPUBLIC OF CHINA"
CYL,Coyoles,Coyoles,HONDURAS
CYM,Chatham SPB,Chatham,UNITED STATES
CYO,Cayo Largo Del Sur,Cayo Largo Del Sur,CUBA
CYP,Calbayog,Calbayog,PHILIPPINES
CYR,Colonia,Colonia,URUGUAY
CYS,Cheyenne Metropolitan Area,Cheyenne,UNITED STATES
CYT,Intermediate,Yakataga,UNITED STATES
CYU,Cuyo,Cuyo,PHILIPPINES
CYX,Cherskiy,Cherskiy,RUSSIAN FEDERATION
CYY,Hay River,Hay River,CANADA
CYZ,Cauayan,Cauayan,PHILIPPINES
CZA,Chichen Itza,Chichen Itza,MEXICO
CZB,Carlos Ruhl,Cruz Alta,BRAZIL
CZC,Copper Centre,Copper Centre,UNITED STATES
CZE,Coro,Coro,VENEZUELA
CZF,Cape Romanzof,Cape Romanzof,UNITED STATES
CZH,Corozal,Corozal,BELIZE
CZJ,Corazon De Jesus,Corazon De Jesus,PANAMA
CZK,Cascade Locks/Stevens,Cascade Locks,UNITED STATES
CZL,Ain El Bey,Constantine,ALGERIA
CZM,Cozumel,Cozumel,MEXICO
CZN,Chisana Field,Chisana,UNITED STATES
CZO,Chistochina,Chistochina,UNITED STATES
CZP,Cape Pole,Cape Pole,UNITED STATES
CZS,Campo Internacional,Cruzeiro Do Sul,BRAZIL
CZT,Carrizo Springs,Carrizo Springs,UNITED STATES
CZU,Corozal,Corozal,COLOMBIA
CZW,Czestochowa,Czestochowa,POLAND
CZX,Changzhou,Changzhou,CHINA
CZY,Cluny,Cluny,AUSTRALIA
CZZ,Campo,Campo,UNITED STATES
D87,Harbor-Petoskey Airport,Harbor Springs,UNITED STATES
DAA,Davison AAF,Fort Belvoir,UNITED STATES
DAB,Daytona Beach Regional,Daytona Beach,UNITED STATES
DAC,Zia International,Dhaka,BANGLADESH
DAD,Da Nang,Da Nang,VIET NAM
DAE,Daparizo,Daparizo,INDIA
DAF,Daup,Daup,PAPUA NEW GUINEA
DAG,Barstow-Daggett,Daggett,UNITED STATES
DAH,Dathina,Dathina,YEMEN
DAI,Darjeeling,Darjeeling,INDIA
DAJ,Dauan Island,Dauan Island,AUSTRALIA
DAK,Dakhla,Dakhla Oasis,EGYPT
DAL,Love Field,Dallas,UNITED STATES
DAM,Damaskus International,Damascus,SYRIAN ARAB REPUBLIC
DAN,Danville Municipal,Danville,UNITED STATES
DAP,Darchula,Darchula,NEPAL
DAR,Dar Es Salaam International,Dar Es Salaam,"TANZANIA, UNITED REPUBLIC OF"
DAS,Great Bear Lake,Great Bear Lake,CANADA
DAT,Datong,Datong,CHINA
DAU,Daru,Daru,PAPUA NEW GUINEA
DAV,Enrique Malek,David,PANAMA
DAX,Daxian,Daxian,CHINA
DAY,James Cox Dayton International,Dayton,UNITED STATES
DAZ,Darwaz,Darwaz,AFGHANISTAN
DBA,Dalbandin,Dalbandin,PAKISTAN
DBD,Dhanbad,Dhanbad,INDIA
DBM,Debra Marcos,Debra Marcos,ETHIOPIA
DBN,"Barron, W H Bud Barron",Dublin,UNITED STATES
DBO,Dubbo,Dubbo,AUSTRALIA
DBP,Debepare,Debepare,PAPUA NEW GUINEA
DBQ,Dubuque Municipal,Dubuque,UNITED STATES
DBS,Dubois,Dubois,UNITED STATES
DBT,Debra Tabor,Debra Tabor,ETHIOPIA
DBV,Dubrovnik,Dubrovnik,YUGOSLAVIA
DBY,Dalby,Dalby,AUSTRALIA
DCA,Ronald Reagan National,Washington,UNITED STATES
DCF,Cane Field,Dominica,DOMINICA
DCI,Rafsu Decimomannu,Decimomannu,ITALY
DCK,Dahl Creek Arpt,Dahl Creek,UNITED STATES
DCM,Mazamet,Castres,FRANCE
DCR,Decatur Hi-Way,Decatur,UNITED STATES
DCS,Finningley,Doncaster,UNITED KINGDOM
DCT,Duncan Town,Duncan Town,BAHAMAS
DCU,Pryor Field,Decatur,UNITED STATES
DDC,Dodge City Municipal,Dodge City,UNITED STATES
DDG,Dandong,Dandong,CHINA
DDI,Daydream Island,Daydream Is,AUSTRALIA
DDM,Dodoima,Dodoima,PAPUA NEW GUINEA
DDN,Delta Downs,Delta Downs,AUSTRALIA
DDP,Dorado Beach,Dorado,PUERTO RICO
DDU,Dadu,Dadu,PAKISTAN
DEA,Dera Ghazi Khan,Dera Ghazi Khan,PAKISTAN
DEB,Debrecen,Debrecen,HUNGARY
DEC,Decatur Arpt,Decatur,UNITED STATES
DED,Dehra Dun,Dehra Dun,INDIA
DEH,Decorah Municipal Airport,Decorah,UNITED STATES
DEI,Denis Island,Denis Island,SEYCHELLES
DEL,Indira Gandhi International,Delhi,INDIA
DEM,Dembidollo,Dembidollo,ETHIOPIA
DEN,Denver Metropolitan Area,Denver,UNITED STATES
DEO,Hyatt Regency Heliport,Dearborn,UNITED STATES
DEP,Deparizo,Deparizo,INDIA
DER,Derim,Derim,PAPUA NEW GUINEA
DES,Desroches,Desroches,SEYCHELLES
DET,Detroit City Airport,Detroit,UNITED STATES
DEZ,Al Jafrah,Deirezzor,SYRIAN ARAB REPUBLIC
DFI,Defiance Memorial Airport,Defiance,UNITED STATES
DFP,Drumduff,Drumduff,AUSTRALIA
DFW,Dallas Metropolitan Area,Dallas,UNITED STATES
DGA,Dangriga,Dangriga,BELIZE
DGB,Danger Bay,Danger Bay,UNITED STATES
DGC,Degahbur,Degahbur,ETHIOPIA
DGD,Dalgaranga,Dalgaranga,AUSTRALIA
DGE,Mudgee,Mudgee,AUSTRALIA
DGF,Douglas Lake,Douglas Lake,CANADA
DGG,Daugo,Daugo,PAPUA NEW GUINEA
DGL,Douglas Municipal,Douglas,UNITED STATES
DGM,Dongguan,Dongguan,CHINA
DGN,NAF,Dahlgren,UNITED STATES
DGO,Guadalupe Victoria,Durango,MEXICO
DGP,Daugavpils,Daugavpils,LATVIA
DGR,Dargaville,Dargaville,NEW ZEALAND
DGT,Dumaguete,Dumaguete,PHILIPPINES
DGU,Dedougou,Dedougou,BURKINA FASO
DGW,Douglas,Douglas,UNITED STATES
DHA,Dhahran,Dhahran,SAUDI ARABIA
DHD,Durham Downs,Durham Downs,AUSTRALIA
DHF,Al Dhafra Military Apt,Abu Dhabi,UNITED ARAB EMIRATES
DHI,Dhangarhi,Dhangarhi,NEPAL
DHL,Dhala,Dhala,YEMEN
DHM,Gaggal Airport,Dharamsala,AUSTRALIA
DHN,Dothan,Dothan,UNITED STATES
DHR,De Kooy,Den Helder,NETHERLANDS
DHT,Dalhart Municipal,Dalhart,UNITED STATES
DIA,Denver International Airport,Denver International Airport,UNITED STATES
DIB,Chabua,Dibrugarh,INDIA
DIC,Dili,Dili,CONGO
DIE,Antsiranana/Arrachart,Antsiranana,MADAGASCAR
DIG,Diqing,Diqing,CHINA
DIJ,Dijon,Dijon,FRANCE
DIK,Dickinson,Dickinson,UNITED STATES
DIL,Comoro,Dili,EAST TIMOR
DIM,Dimbokro,Dimbokro,COTE D'IVOIRE
DIN,Gialam,Dien Bien Phu,VIET NAM
DIO,Diomede Island,Little Diomede Island,UNITED STATES
DIP,Diapaga,Diapaga,BURKINA FASO
DIQ,Divinopolis,Divinopolis,BRAZIL
DIR,Aba Tenna D Yilma,Dire Dawa,ETHIOPIA
DIS,Loubomo,Loubomo,CONGO
DIU,Diu,Diu,INDIA
DIV,Divo,Divo,COTE D'IVOIRE
DIY,Diyarbakir,Diyarbakir,TURKEY
DJA,Djougou,Djougou,BENIN
DJB,Sultan Taha Syarifudn,Jambi,INDONESIA
DJE,Melita,Djerba,TUNISIA
DJG,Inedbirenne,Djanet,ALGERIA
DJJ,Sentani,Jayapura,INDONESIA
DJM,Djambala,Djambala,CONGO
DJN,Delta Junction,Delta Junction,UNITED STATES
DJO,Daloa,Daloa,COTE D'IVOIRE
DJU,Djupivogur,Djupivogur,ICELAND
DKI,Dunk Island,Dunk Island,AUSTRALIA
DKK,Dunkirk,Dunkirk,UNITED STATES
DKR,Yoff,Dakar,SENEGAL
DKS,Dikson,Dikson,RUSSIAN FEDERATION
DKV,Docker River,Docker River,AUSTRALIA
DKX,Downtown Island,Knoxville,UNITED STATES
DLA,Douala,Douala,CAMEROON
DLB,Dalbertis,Dalbertis,PAPUA NEW GUINEA
DLC,Dalian,Dalian,CHINA
DLD,Dagali Airport,Geilo,NORWAY
DLE,Tavaux,Dole,FRANCE
DLF,Laughlin AFB,Del Rio,UNITED STATES
DLG,Dillingham Municipal,Dillingham,UNITED STATES
DLH,Duluth International,Duluth,UNITED STATES
DLI,Dalat,Dalat,VIET NAM
DLK,Dulkaninna,Dulkaninna,AUSTRALIA
DLL,Dillon,Dillon,UNITED STATES
DLM,Dalaman,Dalaman,TURKEY
DLN,Dillon,Dillon,UNITED STATES
DLO,Dolomi,Dolomi,UNITED STATES
DLS,The Dalles,The Dalles,UNITED STATES
DLU,Dali,Dali City,CHINA
DLV,Delissaville,Delissaville,AUSTRALIA
DLY,Dillon's Bay,Dillon's Bay,VANUATU
DLZ,Delaware Municipal,Delaware,UNITED STATES
DMA,Davis Monthan AFB,Tucson,UNITED STATES
DMB,Zhambyl,Zhambyl,RUSSIAN FEDERATION
DMD,Doomadgee,Doomadgee,AUSTRALIA
DME,Domodedovo,Moscow,RUSSIAN FEDERATION
DMK,Don Muang,Bangkok,Thailand
DMM,Kind Fahad International,Dammam,SAUDI ARABIA
DMN,Deming,Deming,UNITED STATES
DMO,Sedalia Memorial,Sedalia,UNITED STATES
DMR,Dhamar,Dhamar,YEMEN
DMT,Diamantino,Diamantino,BRAZIL
DMU,Dimapur,Dimapur,INDIA
DNA,Kadena AFB,Okinawa,JAPAN
DNB,Dunbar,Dunbar,AUSTRALIA
DNC,Danane,Danane,COTE D'IVOIRE
DND,Dundee,Dundee,UNITED KINGDOM
DNE,Dallas North Airport,Dallas,UNITED STATES
DNF,Martuba,Derna,LIBYAN ARAB JAMAHIRIYA
DNG,Doongan,Doongan,AUSTRALIA
DNH,Dunhuang,Dunhuang,CHINA
DNI,Wad Medani,Wad Medani,SUDAN
DNK,Dnepropetrovsk,Dnepropetrovsk,UKRAINE
DNL,Daniel Field,Augusta,UNITED STATES
DNM,Denham,Denham,AUSTRALIA
DNN,Dalton Municipal Airport,Dalton,UNITED STATES
DNO,Dianopolis,Dianopolis,BRAZIL
DNP,Dang,Dang,NEPAL
DNQ,Deniliquin,Deniliquin,AUSTRALIA
DNR,Pleurtuit,Dinard,FRANCE
DNS,Denison Municipal,Denison,UNITED STATES
DNT,Downtown Heliport,Santa Ana,UNITED STATES
DNU,Dinangat,Dinangat,PAPUA NEW GUINEA
DNV,Vermilion County,Danville,UNITED STATES
DNX,Galegu,Dinder,SUDAN
DNZ,Cardak,Denizli,TURKEY
DOA,Doany,Doany,MADAGASCAR
DOB,Dobo Airport,Dobo,INDONESIA
DOC,Dornoch,Dornoch,UNITED KINGDOM
DOD,Dodoma,Dodoma,"TANZANIA, UNITED REPUBLIC OF"
DOF,Dora Bay,Dora Bay,UNITED STATES
DOG,Dongola,Dongola,SUDAN
DOH,Doha,Doha,QATAR
DOI,Doini,Doini,PAPUA NEW GUINEA
DOK,Donetsk,Donetsk,RUSSIAN FEDERATION
DOL,St Gatien,Deauville,FRANCE
DOM,Dominica Metropolitan Area,Dominica,DOMINICA
DON,Dos Lagunas,Dos Lagunas,GUATEMALA
DOO,Dorobisoro,Dorobisoro,PAPUA NEW GUINEA
DOP,Dolpa,Dolpa,NEPAL
DOR,Dori,Dori,BURKINA FASO
DOS,Dios,Dios,PAPUA NEW GUINEA
DOU,Dourados,Dourados,BRAZIL
DOV,Dover AFB,Dover-Cheswold,UNITED STATES
DOX,Dongara,Dongara,AUSTRALIA
DPA,Chicago (DuPage County),Chicago,UNITED STATES
DPE,Dieppe,Dieppe,FRANCE
DPG,Michael AAF,Dugway,UNITED STATES
DPK,Deer Park,Deer Park,UNITED STATES
DPL,Dipolog,Dipolog,PHILIPPINES
DPO,Devonport,Devonport,AUSTRALIA
DPS,Ngurah Rai,Denpasar Bali,INDONESIA
DPU,Dumpu,Dumpu,PAPUA NEW GUINEA
DQH,Douglas Municipal Airport,Douglas,UNITED STATES
DRA,Desert Rock,Mercury,UNITED STATES
DRB,Derby,Derby,AUSTRALIA
DRC,Dirico,Dirico,ANGOLA
DRD,Dorunda Station,Dorunda Station,AUSTRALIA
DRE,Drummond Island,Drummond Island,UNITED STATES
DRF,Drift River,Drift River,UNITED STATES
DRG,Deering,Deering,UNITED STATES
DRH,Dabra,Dabra,INDONESIA
DRI,Beauregard Parish,De Ridder,UNITED STATES
DRM,Drama,Drama,GREECE
DRN,Dirranbandi,Dirranbandi,AUSTRALIA
DRO,La Plata,Durango,UNITED STATES
DRR,Durrie,Durrie,AUSTRALIA
DRS,Dresden Arpt,Dresden,GERMANY
DRT,Del Rio International,Del Rio,UNITED STATES
DRU,Drummond,Drummond,UNITED STATES
DRW,Darwin,Darwin,AUSTRALIA
DRY,Drysdale River,Drysdale River,AUSTRALIA
DSC,Dschang,Dschang,CAMEROON
DSD,La Desirade,La Desirade,GUADELOUPE
DSE,Combolcha,Dessie,ETHIOPIA
DSG,Dilasag,Dilasag,PHILIPPINES
DSI,Destin,Destin,UNITED STATES
DSK,Dera Ismail Khan,Dera Ismail Khan,PAKISTAN
DSL,Daru,Daru,SIERRA LEONE
DSM,Des Moines,Des Moines,UNITED STATES
DSN,Dongsheng,Dongsheng,CHINA
DSV,Dansville,Dansville,UNITED STATES
DTA,Delta,Delta,UNITED STATES
DTD,Datadawai,Datadawai,INDONESIA
DTE,Camarines Norte,Daet,PHILIPPINES
DTH,Death Valley,Death Valley,UNITED STATES
DTL,Detroit Lakes Airport,Detroit Lakes,UNITED STATES
DTM,Dortmund,Dortmund,GERMANY
DTN,Shreveport Downtown,Shreveport,UNITED STATES
DTO,Denton Municipal,Denton,UNITED STATES
DTR,Decatur Island,Decatur Island,UNITED STATES
DTT,Detroit Metropolitan Area,Detroit,UNITED STATES
DTW,Wayne County,Detroit,UNITED STATES
DUA,Eaker,Durant,UNITED STATES
DUB,Dublin,Dublin,IRELAND
DUC,Duncan Municipal Airport,Duncan,UNITED STATES
DUD,Dunedin,Dunedin,NEW ZEALAND
DUE,Dundo,Dundo,ANGOLA
DUF,Pine Island Airport,Duck,UNITED STATES
DUG,Bisbee,Bisbee,UNITED STATES
DUI,Duisburg Off-line Point,Duisburg,GERMANY
DUJ,Jefferson County,Dubois,UNITED STATES
DUK,Dukuduk,Dukuduk,SOUTH AFRICA
DUM,Pinang Kampai,Dumai,INDONESIA
DUN,Dundas,Dundas,GREENLAND
DUQ,Duncan/Quam,Duncan/Quam,CANADA
DUR,Durban International,Durban,SOUTH AFRICA
DUS,Dusseldorf Metropolitan Area,Dusseldorf,GERMANY
DUT,Emergency Field,Dutch Harbor,UNITED STATES
DVA,Deva,Deva,ROMANIA
DVL,Devils Lake,Devils Lake,UNITED STATES
DVN,Davenport,Davenport,UNITED STATES
DVO,Mati,Davao,PHILIPPINES
DVP,Davenport Downs,Davenport Downs,AUSTRALIA
DVR,Daly River,Daly River,AUSTRALIA
DVT,Deer Valley Municipal,Phoenix,UNITED STATES
DWA,Dwangwa,Dwangwa,MALAWI
DWB,Soalala,Soalala,MADAGASCAR
DWC,Dubai World Centre,Dubai,UNITED ARAB EMIRATES
DWF,Wright AFB,Dayton,UNITED STATES
DWH,David Wayne Hooks,Houston,UNITED STATES
DWN,Downtown Airpark,Oklahoma City,UNITED STATES
DWS,Walt Disney World,Orlando,UNITED STATES
DXA,Deux Alpes,Deux Alpes,FRANCE
DXB,Dubai,Dubai,UNITED ARAB EMIRATES
DXD,Dixie,Dixie,AUSTRALIA
DXM,St. Michaelisdonn,St. Michaelisdonn,GERMANY
DXR,Danbury Municipal Airport,Danbury,UNITED STATES
DYA,Dysart,Dysart,AUSTRALIA
DYG,Dayong,Dayong,CHINA
DYL,Doylestown,Doylestown,UNITED STATES
DYM,Diamantina Lakes,Diamantina Lakes,AUSTRALIA
DYR,Dyersburg Municipal,Dyersburg,UNITED STATES
DYS,Dyess AFB,Abilene,UNITED STATES
DYU,Dushanbe,Dushanbe,RUSSIAN FEDERATION
DYW,Daly Waters,Daly Waters,AUSTRALIA
DZA,Dzaoudzi,Dzaoudzi,COMOROS
DZI,Codazzi,Codazzi,COLOMBIA
DZN,Zhezhazgan,Zhezkazgan,KAZAKHSTAN
DZO,Durazno,Durazno,URUGUAY
DZU,Dazu,Dazu,CHINA
E01,Roy Hurd Memorial,Monahans,UNITED STATES
E15,Graham,Graham,UNITED STATES
E38,Alpine,Alpine,UNITED STATES
EAA,Eagle,Eagle,UNITED STATES
EAB,Abbse,Abbse,YEMEN
EAE,Emae,Emae,VANUATU
EAM,Nejran,Nejran,SAUDI ARABIA
EAN,Phifer Field,Wheatland,UNITED STATES
EAP,Basel/Mulhouse,Basel/Mulhouse,SWITZERLAND
EAR,Kearney,Kearney,UNITED STATES
EAS,San Sebastian,San Sebastian,SPAIN
EAT,Pangborn Field,Wenatchee,UNITED STATES
EAU,Eau Clair,Eau Claire,UNITED STATES
EBA,Marina Di Campo,Elba Island,ITALY
EBB,Entebbe,Entebbe,UGANDA
EBD,El Obeid,El Obeid,SUDAN
EBG,El Bagre,El Bagre,COLOMBIA
EBJ,Esbjerg,Esbjerg,DENMARK
EBM,El Borma,El Borma,TUNISIA
EBR,Downtown,Baton Rouge,UNITED STATES
EBS,Webster City Municipal Airport,Webster City,UNITED STATES
EBU,Boutheon,St Etienne,FRANCE
EBW,Ebolowa,Ebolowa,CAMEROON
ECA,Emmet County Airport,East Tawas,UNITED STATES
ECG,Elizabeth City,Elizabeth City,UNITED STATES
ECH,Echuca,Echuca,AUSTRALIA
ECN,Ercan,Ercan,CYPRUS
ECO,El Encanto,El Encanto,COLOMBIA
ECR,El Charco,El Charco,COLOMBIA
ECS,Mondell,Newcastle,UNITED STATES
ECV,Madrid Cuatro Vientos,Madrid,SPAIN
EDA,Edna Bay,Edna Bay,UNITED STATES
EDB,Eldebba,Eldebba,SUDAN
EDD,Erldunda,Erldunda,AUSTRALIA
EDE,Edenton Municipal Airport,Edenton,UNITED STATES
EDF,Elmendorf AFB,Anchorage,UNITED STATES
EDG,Weide AAF,Edgewood,UNITED STATES
EDI,Turnhouse,Edinburgh,UNITED KINGDOM
EDK,El Dorado,El Dorado,UNITED STATES
EDL,Eldoret,Eldoret,KENYA
EDM,Les Ajoncs,La Roche,FRANCE
EDO,Edremit/Korfez,Edremit/Korfez,TURKEY
EDQ,Erandique,Erandique,HONDURAS
EDR,Edward River,Edward River,AUSTRALIA
EDW,Edwards AFB,Edwards AFB,UNITED STATES
EED,Needles,Needles,UNITED STATES
EEK,Eek,Eek,UNITED STATES
EEN,Brattleboro,Keene,UNITED STATES
EFB,Eight Fathom Bight,Eight Fathom Bight,UNITED STATES
EFD,Ellington Field,Houston,UNITED STATES
EFG,Efogi,Efogi,PAPUA NEW GUINEA
EFK,Newport,Newport,UNITED STATES
EFL,Argostolion,Kefallinia,GREECE
EFO,East Fork,East Fork,UNITED STATES
EFS,Elefsis,Elefsis,GREECE
EFW,Jefferson Municipal Airport,Jefferson,UNITED STATES
EGA,Engati,Engati,PAPUA NEW GUINEA
EGC,Roumanieres,Bergerac,FRANCE
EGE,Eagle County,Vail/Eagle,UNITED STATES
EGI,Duke Field,Valparaiso,UNITED STATES
EGL,Neghelli,Neghelli,ETHIOPIA
EGM,Sege,Sege,SOLOMON ISLANDS
EGN,Geneina,Geneina,SUDAN
EGO,Belgorod,Belgorod,RUSSIAN FEDERATION
EGP,Maverick Co,Eagle Pass,UNITED STATES
EGS,Egilsstadir,Egilsstadir,ICELAND
EGV,Eagle River,Eagle River,UNITED STATES
EGX,Egegik,Egegik,UNITED STATES
EHL,El Bolson,El Bolson,ARGENTINA
EHM,Cape Newenham,Cape Newenham,UNITED STATES
EHT,Rentschler,East Hartford,UNITED STATES
EIA,Popondetta,Eia,PAPUA NEW GUINEA
EIB,Eisenach,Eisenach,GERMANY
EIE,Eniseysk,Eniseysk,RUSSIAN FEDERATION
EIH,Einasleigh,Einasleigh,AUSTRALIA
EIL,Eielson AFB,Fairbanks,UNITED STATES
EIN,Eindhoven,Eindhoven,NETHERLANDS
EIS,Roadtown/Beef Island,Roadtown/Beef Island,VIRGIN ISLANDS (BRITISH)
EIY,Ein Yahav,Ein Yahav,ISRAEL
EJA,Variguies,Barrancabermeja,COLOMBIA
EJH,Wedjh,Wedjh,SAUDI ARABIA
EKA,Eureka Murray Field,Eureka,UNITED STATES
EKB,Ekibastuz,Ekibastuz,KAZAKHSTAN
EKD,Elkedra,Elkedra,AUSTRALIA
EKE,Ekereku,Ekereku,GUYANA
EKI,Elkhart Municipal Airport,Elkhart,UNITED STATES
EKN,Elkins-Randolph County,Elkins,UNITED STATES
EKO,Elko,Elko,UNITED STATES
EKT,Eskilstuna,Eskilstuna,SWEDEN
EKX,Elizabethtown,Elizabethtown,UNITED STATES
ELA,Eagle Lake,Eagle Lake,UNITED STATES
ELB,San Bernado,El Banco,COLOMBIA
ELC,Elcho Island,Elcho Island,AUSTRALIA
ELD,Goodwin Field,El Dorado,UNITED STATES
ELE,El Real,El Real,PANAMA
ELF,El Fasher,El Fasher,SUDAN
ELG,El Golea,El Golea,ALGERIA
ELH,North Eleuthera International,North Eleuthera,BAHAMAS
ELI,Elim,Elim,UNITED STATES
ELJ,El Recreo,El Recreo,COLOMBIA
ELK,Elk City Municipal,Elk City,UNITED STATES
ELL,Ellisras,Ellisras,SOUTH AFRICA
ELM,Corning,Corning,UNITED STATES
ELN,Bowers Field,Ellensburg,UNITED STATES
ELP,El Paso International,El Paso,UNITED STATES
ELQ,Gassim,Gassim,SAUDI ARABIA
ELR,Elelim,Elelim,INDONESIA
ELS,East London,East London,SOUTH AFRICA
ELT,Tour Sinai City,Tour Sinai City,EGYPT
ELU,Guemar,El Oued,ALGERIA
ELV,Elfin Cove Seaplane Base,Elfin Cove,UNITED STATES
ELW,Ellamar,Ellamar,UNITED STATES
ELX,El Tigre,El Tigre,VENEZUELA
ELY,Yelland,Ely,UNITED STATES
ELZ,"Wellsville Municipal, Tarantine Field",Wellsville,UNITED STATES
EMA,East Midlands Airport,Nottingham,UNITED KINGDOM
EMB,Embarcadero,San Francisco,UNITED STATES
EMD,Emerald,Emerald,AUSTRALIA
EME,Emden,Emden,GERMANY
EMG,Empangeni,Empangeni,SOUTH AFRICA
EMI,Emirau,Emirau,PAPUA NEW GUINEA
EMK,Emmonak,Emmonak,UNITED STATES
EMM,Kemerer,Kemerer,UNITED STATES
EMN,Nema,Nema,MAURITANIA
EMO,Emo,Emo,PAPUA NEW GUINEA
EMP,Emporia Municipal Airport,Emporia,UNITED STATES
EMS,Embessa,Embessa,PAPUA NEW GUINEA
EMT,El Monte,El Monte,UNITED STATES
EMV,Emporia-Greensville Regional,Emporia-Greensville,UNITED STATES
EMX,El Maiten,El Maiten,ARGENTINA
EMY,El Minya,El Minya,EGYPT
ENA,Kenai,Kenai,UNITED STATES
ENB,Eneabba West,Eneabba West,AUSTRALIA
ENC,Essey,Nancy,FRANCE
END,Vance AFB,Enid,UNITED STATES
ENE,Ende,Ende,INDONESIA
ENF,Enontekio,Enontekio,FINLAND
ENH,Enshi,Enshi,CHINA
ENI,El Nido,El Nido,PHILIPPINES
ENJ,El Naranjo,El Naranjo,GUATEMALA
ENK,St Angelo,Enniskillen,UNITED KINGDOM
ENL,Centralia Municipal,Centralia,UNITED STATES
ENN,Nenana Municipal Airport,Nenana,UNITED STATES
ENO,Teniente Prim Alarcon,Encarnacion,PARAGUAY
ENQ,Coronel E Soto Cano AB,Coronel E Soto Cano AB,HONDURAS
ENS,Twente,Enschede,NETHERLANDS
ENT,Eniwetok Island,Eniwetok Island,MARSHALL ISLANDS
ENU,Enugu,Enugu,NIGERIA
ENV,Wendover,Wendover,UNITED STATES
ENW,Kenosha Regional Airport,Kenosha,UNITED STATES
ENY,Yan'an,Yan'an,CHINA
EOH,Enrique Olaya Herrera,Medellin,COLOMBIA
EOI,Eday,Eday,UNITED KINGDOM
EOK,Keokuk Municipal Airport,Keokuk,UNITED STATES
EOR,El Dorado,El Dorado,VENEZUELA
EOS,"Neosho Memorial, Neosho Hugh Robinson",Neosho,UNITED STATES
EOZ,Elorza,Elorza,VENEZUELA
EPG,Browns,Weeping Water,UNITED STATES
EPH,Ephrata,Ephrata,UNITED STATES
EPK,Episkopi,Episkopi,CYPRUS
EPL,Mirecourt,Epinal,FRANCE
EPN,Epena,Epena,CONGO
EPR,Esperance,Esperance,UNITED STATES
EPS,El Portillo,El Portillo/Samana,DOMINICAN REPUBLIC
EPT,Eliptamin,Eliptamin,PAPUA NEW GUINEA
EQS,Esquel,Esquel,ARGENTINA
EQY,Monroe,Monroe,UNITED STATES
ERA,Erigavo,Erigavo,SOMALIA
ERB,Ernabella,Ernabella,AUSTRALIA
ERC,Erzincan,Erzincan,TURKEY
ERD,Berdyansk,Berdyansk,UKRAINE
ERE,Erave,Erave,PAPUA NEW GUINEA
ERF,Erfurt,Erfurt,GERMANY
ERH,Errachidia,Errachidia,MOROCCO
ERI,Erie International,Erie,UNITED STATES
ERM,Comandante Kraemer,Erechim,BRAZIL
ERN,Eirunepe,Eirunepe,BRAZIL
ERO,Coast Guard,Eldred Rock,UNITED STATES
ERR,Errol,Errol,UNITED STATES
ERS,Eros,Windhoek,NAMIBIA
ERT,Erdenet,Erdenet,MONGOLIA
ERU,Erume,Erume,PAPUA NEW GUINEA
ERV,Louis Schreiner Field,Kerrville,UNITED STATES
ERZ,Erzurum,Erzurum,TURKEY
ESA,Esa'Ala,Esa'Ala,PAPUA NEW GUINEA
ESB,Esenboga,Ankara,TURKEY
ESC,Delta County Arpt,Escanaba,UNITED STATES
ESD,Orcas Island,Eastsound,UNITED STATES
ESE,Ensenada,Ensenada,MEXICO
ESF,Esler Field,Alexandria,UNITED STATES
ESG,Mariscal Estigarribia,Mariscal Estigarribia,PARAGUAY
ESH,Shoreham,Shoreham By Sea,UNITED KINGDOM
ESI,Espinosa,Espinosa,BRAZIL
ESK,Eskisehir,Eskisehir,TURKEY
